Mfr	Part	Description	Unit	StandardPack	Price	List	BarCode	Mfr.Part.Unit
ADV	546-04	HS SPOT ACTIVATOR - 4.2 VOC	EA	4	43.00	68.25	872149054646	ADV.546-04.EA
ADV	547-04	HS PANEL ACTIVATOR - 4.2	EA	4	43.00	68.25	872149054745	ADV.547-04.EA
ADV	575-5	EURO MAX HIGH SOLIDS CLEAR	EA	2	58.07	92.17	872149575240	ADV.575-5.EA
ADV	576-25	EURO MAX ACTIVATOR - FAST	EA	2	40.27	63.92	872149576223	ADV.576-25.EA
ADV	577-25	EURO MAX ACTIVATOR - MEDIUM	EA	2	40.27	63.92	872149577220	ADV.577-25.EA
ADV	581-25	EURO MAX ACTIVATOR - FAST	EA	2	56.87	90.26	872149581227	ADV.581-25.EA
ADV	701-1	SINGLE STAGE - HOT ROD BLACK	EA	4	59.53	94.50	872149001237	ADV.701-1.EA
ADV	702-1	SINGLE STAGE - BLACK PEARL	EA	4	59.53	94.50	872149001244	ADV.702-1.EA
ADV	707-G	OXFORD WHITE	EA	4	59.53	94.50	872149001299	ADV.707-G.EA
ADV	729-QT	2.8 VOC CATALYST	EA	12	23.27	36.93	872149001428	ADV.729-QT.EA
ADV	740-01	STEALTH BLACK SATIN;2/CS	GL	2	82.93	118.48	872149004924	ADV.740-01.GL
ADV	740-04	STEALTH BLACK SATIN QT;6/CS	QT	6	24.53	35.05	872149004931	ADV.740-04.QT
ADV	741-04	STEALTH ACTIVATOR QT;6/CS	QT	6	25.13	35.90	872149004948	ADV.741-04.QT
ADV	741-16	STEALTH ACTIVATOR HP;6/CS	HP	6	8.44	12.06	872149004955	ADV.741-16.HP
ADV	742-04	STEALTH ACTIVATOR SLOW;6/CS	QT	6	24.52	35.05	872149004962	ADV.742-04.QT
ADV	742-16	STEALTH ACTIVATOR SLOW;6/CS	HP	6	8.44	12.06	872149004979	ADV.742-16.HP
ADV	801	LIGHTWEIGHT FILLER	EA	4	11.70	15.25		ADV.801.EA
ADV	801-1	ECONOMY LW BODY FILLER;	GL	4	12.57	17.96		ADV.801-1.GL
ADV	803-1	PREMIUM LW BODY FILLER;	GL	4	24.41	34.88		ADV.803-1.GL
ADV	805	*** POURABLE FINISHING PUTTY	EA	6	13.57	20.26		ADV.805.EA
ADV	3305	MP FLEXIBLE PRIMER GRAY;6/CS	EA	6	9.13	13.05		ADV.3305.EA
ADV	3306	MP FLEXIBLE PRIMER BLACK;6/CS	EA	6	9.13	13.05		ADV.3306.EA
ADV	3307	MP FLEXIBLE PRIMER WHITE;6/CS	EA	6	9.13	13.05	872149003866	ADV.3307.EA
ADV	3311	RUBBERIZED UNDERCOATING ;AEROSOL 18OZ	EA	1	4.24	6.06	872149004214	ADV.3311.EA
ADV	3500	GLOSS BLACK ENAMEL;AEROSOL 12OZ 12/CS	EA	12	3.05	4.36	872149004320	ADV.3500.EA
ADV	3501	SEMI-GLOSS BLACK ENAMEL;AEROSOL 12OZ	EA	1	3.09	4.42	872149004337	ADV.3501.EA
ADV	3502	FLAT BLACK ENAMEL;12/CS 12OZ	EA	12	2.85	4.08		ADV.3502.EA
ADV	3521	GLOSS BLACK LACQUER;AEROSOL 12OZ	EA	12	4.83	6.90	872149004351	ADV.3521.EA
ADV	3522	FLAT BLACK LACQUER;AEROSOL 12OZ	EA	12	3.67	5.24		ADV.3522.EA
ADV	3523	SEMI GLOSS BLACK LACQUER;AEROSOL 12OZ	EA	1	3.53	5.05	872149004757	ADV.3523.EA
ADV	3524	SUPER VIEW GUIDE COAT;12/CS	EA	12	4.12	5.89	872149004368	ADV.3524.EA
ADV	3530	ADHESION PROMOTER SPRAY;12/CS	EA	12	5.45	7.79		ADV.3530.EA
ADV	3711	LIGHT GRAY PRIMER 12OZ;AEROSOL 12/CS	EA	12	3.56	5.09		ADV.3711.EA
ADV	09901	GP LACQUER THINNER;4/CS	GL	1	10.75	15.36	787303508432	ADV.09901.GL
ADV	09905	GP LACQUER THINNER;	5G	1	41.58	59.40	787303508449	ADV.09905.5G
ADV	09955	GENERAL PURPOSE LACQUER;THINNER	DR	1	427.77	611.10	787303508456	ADV.09955.DR
ADV	10001	ECONOMY LACQUER THINNER;PAINT RELATED	GL	4	11.51	16.44	787303508463	ADV.10001.GL
ADV	10005	ECONOMY LACQUER THINNER;PAINT RELATED	5G	1	45.37	64.81	787303508470	ADV.10005.5G
ADV	10055	ECONOMY LACQUER THINNER;FLASH PT 2F -16C	DR	1	406.16	580.22	787303508487	ADV.10055.DR
ADV	10201	A/L THINNER-MEDIUM;4/CS	GL	4	11.64	16.64	787303508494	ADV.10201.GL
ADV	10205	A/L THINNER-MEDIUM;	5G	1	46.08	65.83	787303508500	ADV.10205.5G
ADV	10216	A/L THINNER-MEDIUM;	DR	1	186.95	267.08	787303508517	ADV.10216.DR
ADV	10401	A/L THINNER-SLOW;PAINT RELATED 4/CS	GL	4	11.69	16.70	787303508524	ADV.10401.GL
ADV	10405	A/L THINNER-SLOW;	5G	1	46.29	66.13	787303508531	ADV.10405.5G
ADV	10601	ENAMEL REDUCER-FAST;4/CS	GL	4	13.68	19.54	787303508548	ADV.10601.GL
ADV	10605	ENAMEL REDUCER-FAST;	5G	1	55.53	79.33	787303508555	ADV.10605.5G
ADV	10801	ENAMEL REDUCER-MEDIUM;4/CS	GL	4	13.89	19.84	787303508562	ADV.10801.GL
ADV	10804	ENAMEL REDUCER-MEDIUM;12/CS	QT	12	5.50	7.86	787303508579	ADV.10804.QT
ADV	10805	ENAMEL REDUCER-MEDIUM;	5G	1	56.59	80.85	787303508586	ADV.10805.5G
ADV	11001	ENAMEL REDUCER-SLOW;	GL	4	14.11	20.16	787303508593	ADV.11001.GL
ADV	11005	ENAMEL REDUCER-SLOW;	5G	1	57.69	82.41	787303508609	ADV.11005.5G
ADV	11201	URETHANE REDUCER-FAST;4/CS	GL	4	13.68	19.54	787303508616	ADV.11201.GL
ADV	11201V	ZERO VOC REDUCER-FAST;4/CS	GL	4	18.97	27.11	787303508623	ADV.11201V.GL
ADV	11204	URETHANE REDUCER-FAST;12/CS	QT	12	5.46	7.80	787303508630	ADV.11204.QT
ADV	11204V	ZERO VOC REDUCER-FAST;12/CS	QT	12	6.91	9.88	787303508647	ADV.11204V.QT
ADV	11205	URETHANE REDUCER-FAST;	5G	1	55.53	79.33	787303508654	ADV.11205.5G
ADV	11205V	ZERO VOC REDUCER-FAST;	5G	1	81.18	115.97	787303508661	ADV.11205V.5G
ADV	11401	URETHANE REDUCER-MEDIUM;4/CS	GL	4	15.30	21.86	787303508678	ADV.11401.GL
ADV	11401V	ZERO VOC REDUCER-MEDIUM;4/CS	GL	4	21.78	31.11	787303508685	ADV.11401V.GL
ADV	11404	URETHANE REDUCER-MEDIUM;12/CS	QT	12	5.88	8.40	851926001233	ADV.11404.QT
ADV	11404V	ZERO VOC REDUCER-MEDIUM;12/CS	QT	12	7.60	10.86	787303508692	ADV.11404V.QT
ADV	11405	URETHANE REDUCER-MEDIUM;	5G	1	63.66	90.94	787303508708	ADV.11405.5G
ADV	11405V	ZERO VOC REDUCER-MEDIUM;	5G	1	95.23	136.05	787303508715	ADV.11405V.5G
ADV	11505	ECONOMY LACQUER THINNER;	5G	1	35.62	50.88	787303508722	ADV.11505.5G
ADV	11601	URETHANE REDUCER-SLOW;4/CS	GL	4	15.58	22.26	787303508739	ADV.11601.GL
ADV	11601V	ZERO VOC REDUCER-SLOW;4/CS	GL	4	24.15	34.50	787303508746	ADV.11601V.GL
ADV	11604	URETHANE REDUCER-SLOW;12/CS	QT	12	5.94	8.49	787303508753	ADV.11604.QT
ADV	11604V	ZERO VOC REDUCER-SLOW;12/CS	QT	12	8.20	11.72	787303508760	ADV.11604V.QT
ADV	11605	URETHANE REDUCER-SLOW;	5G	1	65.16	93.09	787303508777	ADV.11605.5G
ADV	11605V	ZERO VOC REDUCER-SLOW;	5G	1	107.10	153.00	787303508784	ADV.11605V.5G
ADV	11701	COMPLIANT GUN WASH;4/CS	GL	4	13.14	18.78	787303508791	ADV.11701.GL
ADV	11705	COMPLIANT GUN WASH;	5G	1	52.73	75.32	787303508807	ADV.11705.5G
ADV	11755	COMPLIANT GUN WASH;	DR	1	510.30	729.00	787303508814	ADV.11755.DR
ADV	11801	URETHANE REDUCER-EXTRA;SLOW	GL	4	15.73	22.48	787303508821	ADV.11801.GL
ADV	12101	METHYL ETHYL KETONE;4/CS	GL	4	16.67	23.82	787303508838	ADV.12101.GL
ADV	12105	METHYL ETHYL KETONE;	5G	1	67.39	96.27	787303508845	ADV.12105.5G
ADV	12155	METHYL ETHYL KETONE;	DR	1	663.30	947.57	787303508852	ADV.12155.DR
ADV	12201	TOLUENE;4/CS	GL	4	12.31	17.59	787303508869	ADV.12201.GL
ADV	12205	TOLUENE;	5G	1	47.38	67.69	787303508876	ADV.12205.5G
ADV	12301	XYLENE;4/CS	GL	4	13.32	19.03	787303508883	ADV.12301.GL
ADV	12305	XYLENE;	5G	1	52.45	74.94	787303508890	ADV.12305.5G
ADV	12455	MINERAL SPIRITS	DR	1	468.73	669.62		ADV.12455.DR
ADV	12501	ISOPROPYL ALCOHOL;4/CS	GL	4	15.57	22.24	787303508906	ADV.12501.GL
ADV	12505	ISOPROPYL ALCOHOL;	5G	1	63.72	91.03	787303508913	ADV.12505.5G
ADV	14005	LACQUER THINNER-MED/SLOW;	5G	1	62.36	89.08	787303508920	ADV.14005.5G
ADV	15405	PURGE-N-CLEAN;	5G	1	29.32	41.89	787303508937	ADV.15405.5G
ADV	19001	WAX & GREASE REMOVER;4/CS	GL	4	15.33	21.90	787303508944	ADV.19001.GL
ADV	19004	WAX & GREASE REMOVER;12/CS	QT	12	6.06	8.66	787303508951	ADV.19004.QT
ADV	19005	WAX AND GREASE REMOVER;	5G	1	62.70	89.57	787303508968	ADV.19005.5G
ADV	19101	WATERBASE PRECLEAN;4/CS	GL	4	12.51	17.87	787303508975	ADV.19101.GL
ADV	19201	ACETONE;4/CS	GL	4	12.44	17.78	787303508982	ADV.19201.GL
ADV	19204	ACETONE;12/CS	QT	12	4.83	6.90	787303508999	ADV.19204.QT
ADV	19205	ACETONE;	5G	1	48.67	69.53	787303509002	ADV.19205.5G
ADV	19255	ACETONE;PAINT RELATED	DR	1	472.57	675.10	787303509019	ADV.19255.DR
ADV	19505	AUTOMATIC GUN CLEANER;	5G	1	62.30	89.00		ADV.19505.5G
ADV	62003	3" X 750' GREEN MASKING PAPER	CS	1	19.27	27.52		ADV.62003.CS
ADV	62003-1	3" X 1000' GREEN MASKING PAPER	CS	1	28.01	40.02		ADV.62003-1.CS
ADV	62006	6" X 750' GREEN MASKING PAPER	CS	1	20.80	29.71		ADV.62006.CS
ADV	62006-1	6" X 1000' GREEN MASKING PAPER	CS	1	28.01	40.02		ADV.62006-1.CS
ADV	62012	12" X 750' GREEN MASKING PAPER	CS	1	20.80	29.71		ADV.62012.CS
ADV	62012-1	12" X 1000' GREEN MASKING PAPER	CS	1	28.01	40.02		ADV.62012-1.CS
ADV	62018	18" X 750' GREEN MASKING PAPER	CS	1	20.80	29.71		ADV.62018.CS
ADV	62018-1	18" X 1000' GREEN MASKING PAPER	CS	1	28.01	40.02		ADV.62018-1.CS
ADV	62024	24" X 750' GREEN MASKING PAPER	CS	1	14.53	20.76		ADV.62024.CS
ADV	62036	36" X 750' GREEN MASKING PAPER	CS	1	20.80	29.71		ADV.62036.CS
ADV	62036-1	36" X 1000' GREEN MASKING PAPER	CS	1	28.01	40.02		ADV.62036-1.CS
ADV	62039-1	39" X 1000' GREEN MASKING PAPER	CS	1	28.84	41.20		ADV.62039-1.CS
ADV	62048-1	48" X 1000' GREEN MASKING PAPER	EA	1	37.87	54.10		ADV.62048-1.EA
ADV	62060-1	60" X 1000' GREEN MASKING PAPER	CS	1	47.55	67.92		ADV.62060-1.CS
ADV	63003-12	24" X 180' HAND MASK PAPER	EA	12	1.16	1.66		ADV.63003-12.EA
ADV	63006-12	6" X 180' HAND MASK PAPER	EA	12	1.16	1.66	729440319076	ADV.63006-12.EA
ADV	63009-12	9" X 180' HAND MASK PAPER	EA	12	1.71	2.45		ADV.63009-12.EA
ADV	63012-12	12" X 180' HAND MASK PAPER	EA	12	2.52	3.60		ADV.63012-12.EA
ADV	63015-12	15" X 180' HAND MASK PAPER	EA	12	3.16	4.51		ADV.63015-12.EA
ADV	63018-12	18" X 180' HAND MASK PAPER	EA	12	3.78	5.40		ADV.63018-12.EA
ADV	64006	6" BLUE POLY MASKING PAPER	CS	1	43.55	62.21		ADV.64006.CS
ADV	64012	12" BLUE POLY MASKING PAPER	CS	1	43.55	62.21		ADV.64012.CS
ADV	64018	18" BLUE POLY MASKING PAPER	CS	1	43.55	62.21		ADV.64018.CS
ADV	64036	36" BLUE POLY MASKING PAPER	CS	1	43.55	62.21		ADV.64036.CS
ADV	64048	48" BLUE POLY MASKING PAPER	CS	1	53.09	75.85		ADV.64048.CS
ADV	65006	6" X 750' WHITE MASKING PAPER	CS	1	33.53	47.90		ADV.65006.CS
ADV	65012	12" X 750' WHITE MASKING PAPER	CS	1	33.53	47.90		ADV.65012.CS
ADV	65018	18" X 750' WHITE MASKING PAPER	CS	1	33.53	47.90		ADV.65018.CS
ADV	65036	36" X 750' WHITE MASKING PAPER	CS	1	33.53	47.90		ADV.65036.CS
ADV	90001	#9 RAZOR BLADES;ADVANTAGE	EA	50	2.83	4.04	872149004474	ADV.90001.EA
ADV	90004	FINE PAINT STRAINERS/1K;NYLON/100 MESH/1	CS	1	33.06	49.35		ADV.90004.CS
ADV	90005	PAINT STRAINERS/1K CS;NYLON/80 MESH/177 	CS	1	31.71	47.33		ADV.90005.CS
ADV	90078	1 PINT CUPS 100/CS;	EA	100	0.25	0.35	661532900784	ADV.90078.EA
ADV	90079	1 PINT LIDS 100/CS;	EA	100	0.19	0.27	661532900791	ADV.90079.EA
ADV	90080	1 QUART CUPS 100/CS;	EA	100	0.26	0.38	661532900807	ADV.90080.EA
ADV	90081	1 QUART LIDS 100/CS;	EA	100	0.15	0.22		ADV.90081.EA
ADV	90082	2.5 QUART CUPS 100/CS;	EA	100	0.60	0.86	661532900821	ADV.90082.EA
ADV	90083	2.5 QUART LIDS 100/CS;	EA	100	0.34	0.48	661532900836	ADV.90083.EA
ADV	90084	5 QUART CUPS 100/CS;	EA	100	1.05	1.50	661532900845	ADV.90084.EA
ADV	90085	5 QUART LIDS 100/CS;	EA	100	0.48	0.69	661532900852	ADV.90085.EA
ADV	90121	PRO CLEANING KIT;	EA	1	18.22	26.03		ADV.90121.EA
ADV	90124	SPRAY GUN MAINTENANCE;KIT	EA	1	35.23	80.33		ADV.90124.EA
ADV	90131	DISCONTINUED;DOUBLE ENDED DRILL BITS	EA	1	5.81	8.31		ADV.90131.EA
ADV	90175	7.5" COMPOUNDING PAD;36/CS	CS	1	6.27	8.96		ADV.90175.CS
ADV	90176	*** 7.5" BLEND PAD	CS	1	5.57	7.95		ADV.90176.CS
ADV	90402	CAULKING GUN;	EA	1	2.23	3.32		ADV.90402.EA
ADV	90605	1/2" CHIP PAINT BRUSH;(36/BOX) 864/CS	EA	36	0.20	0.33	757136000014	ADV.90605.EA
ADV	90610	1" CHIP PAINT BRUSH;(36/BOX) 864/CS	EA	36	0.28	0.47	757136000021	ADV.90610.EA
ADV	90615	1.5" CHIP PAINT BRUSH;(36/BOX) 864/CS	EA	36	0.34	0.57		ADV.90615.EA
ADV	90620	2" CHIP PAINT BRUSH;(24/BOX) 432/CS	EA	24	0.42	0.70	757136000045	ADV.90620.EA
ADV	90625	2.5" CHIP PAINT BRUSH;(24/BOX) 432/CS	EA	24	0.56	0.93		ADV.90625.EA
ADV	90630	3" CHIP PAINT BRUSH;(24/BOX) 432/CS	EA	24	0.64	1.07	757136000069	ADV.90630.EA
ADV	90640	4" CHIP PAINT BRUSH;(12/BOX)	EA	12	1.68	2.80		ADV.90640.EA
ADV	99908	BAMBOO PAINT PADDLES;1000/CS 48/56CS	CS	1	26.70	39.00		ADV.99908.CS
ADV	99909	WOOD PAINT PADDLES 12";1000/CS 56/PL	CS	1	31.85	45.50		ADV.99909.CS
ADV	AD20008	WET LOOK A/E HARDENER;12/CS	PT	12	18.73	29.74		ADV.AD20008.PT
ADV	AD20032	WET LOOK A/E HARDENER	HP	12	7.93	12.59	872149020085	ADV.AD20032.HP
ADV	AD20308	S/E "HI-GLOSS" HARDENER;12/CS	EA	12	13.33	21.16	872149020382	ADV.AD20308.EA
ADV	AD30001	RED ACRYLIC PRIMER;4/CS	GL	4	40.47	64.23	872149030015	ADV.AD30001.GL
ADV	AD30004	RED ACRYLIC PRIMER;12/CS	EA	12	14.13	22.43	872149030046	ADV.AD30004.EA
ADV	AD30104	GRAY ACRYLIC PRIMER;12/CS	EA	12	11.00	17.46	872149030145	ADV.AD30104.EA
ADV	AD30401	2K PRIMER SURFACER-BUFF;4/CS	EA	4	53.27	84.55	872149030411	ADV.AD30401.EA
ADV	AD30504	2K PRIMER ACTIVATOR;4/CS	EA	4	29.87	47.41	872149030541	ADV.AD30504.EA
ADV	AD30516	2K PRIMER ACTIVATOR;12/CS	EA	12	14.13	22.43	872149305168	ADV.AD30516.EA
ADV	AD31201	2K PRIMER SURFACER-GRAY;4/CS	EA	4	53.80	85.40	872149031210	ADV.AD31201.EA
ADV	AD31204	2K PRIMER SURFACER-GRAY;12/CS	EA	12	18.80	29.84	872149031241	ADV.AD31204.EA
ADV	AD31501	BLACK ACRYLIC PRIMER;4/CS	EA	4	36.27	57.57	872149031517	ADV.AD31501.EA
ADV	AD31504	BLACK ACRYLIC PRIMER;12/CS	EA	12	12.00	19.05	872149031548	ADV.AD31504.EA
ADV	AD32001	2K URETHANE PRIMER-GRAY;2.1 VOC 4/CS	GL	4	48.87	77.57	872149001435	ADV.AD32001.GL
ADV	AD32104	2K PRIMER ACTIVATOR;2.1 VOC 4/CS	QT	4	17.80	28.25	872149001442	ADV.AD32104.QT
ADV	AD32501	HI-BUILD DTM GRAY PRIMER;(2.1VOC) 4/CS	GL	4	89.45	127.79	872149032514	ADV.AD32501.GL
ADV	AD32504	HI-BUILD DTM GRAY PRIMER;(2.1VOC)	QT	6	26.81	38.30		ADV.AD32504.QT
ADV	AD32604	HI-BUILD DTM ACTIVATOR;(2.1 VOC) 6/CS	QT	6	28.63	40.90	872149032644	ADV.AD32604.QT
ADV	AD32616	HI-BUILD DTM ACTIVATOR;(2.1 VOC) 12/CS	HP	12	11.25	16.08	872149326163	ADV.AD32616.HP
ADV	AD36501	2.1 VOC ACRYLIC PRIMER;4/CS	GL	4	37.07	58.84	872149036512	ADV.AD36501.GL
ADV	AD53501	VALUE CLEAR;4/CS	GL	4	42.00	66.67	872149053519	ADV.AD53501.GL
ADV	AD53604	CLEAR ACTIVATOR;4/CS	QT	4	24.27	38.52		ADV.AD53604.QT
ADV	AD53704	CLEAR ACTIVATOR-MEDIUM;	QT	6	24.27	38.52		ADV.AD53704.QT
ADV	AD54504	ACRYLIC URETHANE CLEAR;12/CS	EA	12	19.07	30.26	872149054547	ADV.AD54504.EA
ADV	AD54616	HS CLEAR ACTIVATOR-FAST;12/CS	EA	12	12.93	20.53	872149546165	ADV.AD54616.EA
ADV	AD54716	HS CLEAR ACTIVATOR-MED.;12/CS	EA	12	12.93	20.53	872149547162	ADV.AD54716.EA
ADV	AD54804	HS CLEAR ACTIVATOR-SLOW;4/CS	QT	4	43.07	68.36	872149054844	ADV.AD54804.QT
ADV	AD54816	HS CLEAR ACTIVATOR-SLOW;12/CS	EA	12	12.73	20.21	872149548169	ADV.AD54816.EA
ADV	AD55001	UNIVERSAL URETHANE CLEAR;4/CS	GL	4	48.27	76.61	872149055018	ADV.AD55001.GL
ADV	AD55004	UNIVERSAL URETHANE CLEAR;12/CS	EA	12	16.27	25.82	872149055049	ADV.AD55004.EA
ADV	AD55104	UNIVERSAL ACTIVATOR-FAST;4/CS	EA	4	26.40	41.90	872149055148	ADV.AD55104.EA
ADV	AD55116	UNIVERSAL ACTIVATOR-FAST;12/CS	HP	12	9.47	15.03	872149551169	ADV.AD55116.HP
ADV	AD55204	UNVERSAL ACTIVATOR-MED.;4/CS	EA	4	26.40	41.90	872149055247	ADV.AD55204.EA
ADV	AD55216	UNIVERSAL ACTIVATOR-MED.;12/CS	EA	12	9.47	15.03	872149552166	ADV.AD55216.EA
ADV	AD55304	UNIVERSAL ACTIVATOR-SLOW;4/CS	EA	4	26.67	42.33	872149055346	ADV.AD55304.EA
ADV	AD55501	UNIVERSAL FAST DRY CLEAR;4/CS	GL	4	48.27	76.61	872149055513	ADV.AD55501.GL
ADV	AD57825	EURO MAX ACTIVATOR-SLOW;2/CS	EA	2	40.27	63.92	872149578227	ADV.AD57825.EA
ADV	AD58005	EURO MAX HS CLEAR-5LTR;(2.1 VOC) 2/CS	EA	2	77.93	123.70	872149580244	ADV.AD58005.EA
ADV	AD58225	EURO MAX ACTIVATOR-MED;(2.1 VOC) 2/CS	EA	2	56.87	90.26	872149582224	ADV.AD58225.EA
ADV	AD58325	EURO MAX ACTIVATOR-SLOW;(2.1 VOC) 2/CS	EA	2	56.87	90.26	872149583221	ADV.AD58325.EA
ADV	AD59001	QUICK FINISH CLEAR;(2.1VOC) 4/CS	GL	4	55.73	88.47	872149003934	ADV.AD59001.GL
ADV	AD59204	QF ACTIVATOR-MEDIUM;(2.1 VOC)	QT	4	26.07	41.38	872149592049	ADV.AD59204.QT
ADV	AD62401	***DISCONTINUED***;DARK BLUE METALLIC	GL	1	64.46	107.43		ADV.AD62401.GL
ADV	AD70001	GLOSS BLACK-GALLON;4/CS	GL	4	59.53	94.50	872149001220	ADV.AD70001.GL
ADV	AD70004	GLOSS BLACK-QUART;12/CS	QT	12	19.67	31.22	872149003712	ADV.AD70004.QT
ADV	AD70104	HOT ROD BLACK-QUART;12/CS	QT	12	19.67	31.22	872149003729	ADV.AD70104.QT
ADV	AD70301	GLOSS WHITE;4/CS	GL	4	59.53	94.50	872149001251	ADV.AD70301.GL
ADV	AD70401	FLEET WHITE;4/CS	GL	4	59.53	94.50	872149001268	ADV.AD70401.GL
ADV	AD70501	PURE WHITE;4/CS	GL	4	59.53	94.50	872149001275	ADV.AD70501.GL
ADV	AD70801	CHARCOAL MIST METALLIC;4/CS	GL	4	59.53	94.50	872149001305	ADV.AD70801.GL
ADV	AD70901	GALAXY SILVER;4/CS	GL	4	67.93	107.83	872149001312	ADV.AD70901.GL
ADV	AD71001	VIPER RED;4/CS	GL	4	90.53	143.70	872149001329	ADV.AD71001.GL
ADV	AD71101	SWIFT RED;4/CS	GL	4	90.53	143.70	872149001336	ADV.AD71101.GL
ADV	AD71201	CANDY APPLE RED;4/CS	GL	4	90.53	143.70	872149001343	ADV.AD71201.GL
ADV	AD71301	INTL HARVESTER RED;4/CS	GL	4	90.53	143.70	872149001350	ADV.AD71301.GL
ADV	AD71401	ALLIS CHALMERS ORANGE;4/CS	GL	4	90.53	143.70	872149001367	ADV.AD71401.GL
ADV	AD71501	NEW CAT YELLOW;4/CS	GL	4	99.73	158.31	872149001374	ADV.AD71501.GL
ADV	AD71601	SCHOOL BUS YELLOW;4/CS	GL	4	99.73	158.31	872149001381	ADV.AD71601.GL
ADV	AD71701	JOHN DEERE YELLOW;4/CS	GL	4	114.93	182.43	872149001398	ADV.AD71701.GL
ADV	AD71801	JOHN DEERE GREEN;4/CS	GL	4	90.53	143.70	872149001404	ADV.AD71801.GL
ADV	AD71901	FORD BLUE;4/CS	GL	4	90.53	143.70	872149001411	ADV.AD71901.GL
ADV	AD72916	2.8 VOC CATALYST;12/CS	HP	12	7.73	12.28	872149001848	ADV.AD72916.HP
ADV	AD73004	LOW VOC REDUCER;12/CS	QT	12	10.93	17.35	872149001923	ADV.AD73004.QT
ADV	AD73104	GLOSS ADJUSTER;6/CS	QT	6	22.07	35.03	872149003132	ADV.AD73104.QT
ADV	AD76104	***DISCONTINUED***;TITANIUM WHITE 6/CS	QT	1	29.83	42.60	872149002661	ADV.AD76104.QT
ADV	AD76304	***DISCONTINUED***;QUINACIDONE VIOLET	QT	1	54.69	78.15	872149002685	ADV.AD76304.QT
ADV	AD76604	***DISCONTINUED***;ORGANIC YELLOW 6/CS	QT	1	87.91	125.60	872149002715	ADV.AD76604.QT
ADV	AD78104	BRIGHT WHITE BASECOAT;	QT	6	21.31	30.44	872149003170	ADV.AD78104.QT
ADV	AD79101	***DISCONTINUED***;DEEP ACRYLIC ENAMEL 4	GL	1	54.80	78.30	872149002784	ADV.AD79101.GL
ADV	ADV-CRD	COLOR RETRIEVAL DISC;	EA	1	0.00	0.00		ADV.ADV-CRD.EA
ADV	ADV-GML	GAL.MIXING LIDS (FORK);(613-102)	EA	1	11.77	11.77		ADV.ADV-GML.EA
ADV	ADVCC18	ADVANTAGE COLOR CARD;FACTORY PACK	EA	1	2.24	2.24		ADV.ADVCC18.EA
ADV	ADVSSKIT-N	SINGLE STAGE DISPLAY;BOARD	EA	1	180.00	180.00		ADV.ADVSSKIT-N.EA
ADV	CC09	ADVANTAGE COLOR CARD;FACTORY PACK	EA	1	1.25	1.25		ADV.CC09.EA
ADV	RAINCA	WATERBORNE PAINT GUN;CLEANING SOLUTION 4	GL	4	37.04	52.89		ADV.RAINCA.GL
ADV	WFS100	WORK FLOW SHEET;100 SHEETS PER ROLL	EA	1	31.39	44.84		ADV.WFS100.EA
AES	4	#4 HOSE CLAMP	EA	10	0.29	0.54	840998100081	AES.4.EA
AES	6	#6 HOSE CLAMP	EA	10	0.29	0.54	840998100098	AES.6.EA
AES	12	#12 HOSE CLAMP	EA	10	0.31	0.59	840998100111	AES.12.EA
AES	12-K-281	24"WINDSHIELD KNIFE	EA	1	13.65	25.60	840998100166	AES.12-K-281.EA
AES	25-295	10" HOLDER	EA	1	10.10	18.94	840998100197	AES.25-295.EA
AES	28-295	10"FILE HOLDER (3-POSITION)	EA	1	10.10	18.94	810824220842	AES.28-295.EA
AES	101	CAULKING GUN- HOLDS 10 OZ. TUBE	EA	1	2.97	5.56	840998100289	AES.101.EA
AES	102	BLK SIPHON SPRY GUN & CUP	EA	1	34.59	64.88	840998100296	AES.102.EA
AES	103-D	DRIPLESS CUP ASS'Y.	EA	1	14.80	27.76	840998100319	AES.103-D.EA
AES	103-NC	CUP ASSEMBLY	EA	1	13.17	24.70	840998100326	AES.103-NC.EA
AES	103CO	REPLACEMENT CUP ONLY	EA	1	8.90	16.68		AES.103CO.EA
AES	104-1	PLASTIC CUP WITH LID	EA	1	3.13	5.86	840998100333	AES.104-1.EA
AES	105	UNIVERSAL DOLLY	EA	1	21.18	39.72	840998100340	AES.105.EA
AES	110-8	1/2 X 1/4 BRASS PIPE BUSHING	EA	1	1.43	2.68	840998100395	AES.110-8.EA
AES	122-53	SPRAY GUN CUP ADAPTER	EA	1	2.52	4.72	840998100494	AES.122-53.EA
AES	124	RECHARGEABLE SPRAY CANIST	EA	1	24.94	46.76		AES.124.EA
AES	128	TOUCH-UP GUN & CUP	EA	1	23.64	44.34	840998100562	AES.128.EA
AES	128-2	CUP GASKET (2)	CD	1	2.26	4.24	840998100586	AES.128-2.CD
AES	132	PROFESSIONAL AIR BRUSH	KT	1	47.33	88.76	840998100630	AES.132.KT
AES	141	(12)SPRAY SOCK	BX	12	10.84	24.96	840998100685	AES.141.BX
AES	148	LARGE COVERALLS	EA	1	5.10	9.56	840998100708	AES.148.EA
AES	149	X-LARGE COVERAL 25/BX * 4BX/CS	EA	25	5.10	9.56	840998100715	AES.149.EA
AES	150-34	(3)GRAVITY FEED STRAINER	PK	1	4.11	8.22	840998100722	AES.150-34.PK
AES	150HS	GRAVITY FEED GUN HOLDER	EA	1	8.26	15.50	840998100739	AES.150HS.EA
